contentid,contenttypeid,booktour,createdtime,homepage,modifiedtime,tel,telname,title,firstimage,firstimage2,areacode,sigungucode,cat1,cat2,cat3,addr1,addr2,zipcode,mapx,mapy,mlevel,overview,accomcount,chkbabycarriage,chkcreditcard,chkpet,expagerange,expguide,heritage1,heritage2,heritage3,infocenter,opendate,parking,restdate,useseason,usetime
2785747,12,0,20211203222330,"<a href=""https://www.p-city.com/front/wonderbox/overview"" target=""_blank"" title=""새창 : 파라다이스시티 원더박스"">www.p-city.com</a>",20220701152959,,,파라다이스시티 원더박스,,,2,10,A02,A0202,A02020600,인천광역시 중구 영종해안남로321번길 186,(운서동),22382,126.4557445366,37.4373461143,6.0,"원더박스는 ‘밤의 유원지’ 콘셉트의 실내형 패밀리 엔터테인먼트 테마파크다. 지상 2층 규모로 면적은 약 3,933㎡(약 1200평)에 이른다. 세계적 멀티미디어 엔터테인먼트 스튜디오 ‘모멘트팩토리’가 원더박스의 미디어 콘텐츠를 제작해 관심을 집중시켰다. 여기에 국내 최초로 도입되는 어트랙션, 취향에 따라 즐길 수 있는 다채로운 디저트 숍 등 눈과 입이 동시에 즐거운 경험을 선보인다. 아트와 테크놀로지를 융합한 혁신성을 인정받아 오픈 8개월만에 엔터테인먼트 업계의 아카데미 어워즈 ‘제 26회 티이에이 테아 어워즈(TEA Thea Awards)'에서 수상하며 디즈니랜드, 유니버셜 스튜디오와 함께 글로벌 테마파크 반열에 올랐다.<br>원더박스’의 환상적인 분위기와 미스터리한 세계관은 ‘모멘트팩토리’와의 미디어 프로젝트를 통해 완성됐다. 아트와 테크놀로지를 융합, 미디어 파사드와 인터랙티브 미디어를 활용해 마치 공간이 살아 숨 쉬는 듯하도록 연출했다. 콘텐츠에 따라 영상, 음악, 조명이 자유롭게 변하며 생동감 넘치는 스토리를 그려내 판타지로의 여행, 꿈의 테마파크를 완성한다. 여기에 ‘점핑스타’, ‘관람차’ 등 어트랙션과 상호작용하는 미디어 파사드는 색다른 볼거리와 경험을 제공한다.<br>인터랙티브 스테이션(Interactive Station)은 사람의 움직임에 따라 화면, 소리, 조명이 반응하는 관객 참여형 콘텐츠를 준비했다. 사람 센서에 반응해 그래픽이 변하는 포토존 ‘매직 포토 월’, 움직임에 따라 재미있게 변하는 인터랙티브 거울 ‘매직 미러’, 크리스탈 볼을 만지면 운세를 볼 수 있는 ‘포춘텔러’ 등 원더박스에서만 보고 느낄 수 있는 독특한 즐거움을 디자인했다.<br>국내 최초로 도입되는 360도 회전형 ‘메가믹스’와 스포츠 어트렉션 ‘스카이 트레일’, 페달을 밟으면 곤돌라가 상승하는 ‘매직 바이크’를 비롯해 클래식한 놀이기구인 회전목마, 대관람차 등 총 10종의 어트랙션이 마련돼있다. 여기에 온 가족이 함께 즐길 수 있는 카니발 게임 9종도 곳곳에 마련돼 즐거운 시간을 보낼 수 있다.<br>스위트 스트리트, 캔디 트롤리, 원더 푸드트럭, 디저트 트럭 등 먹거리는 원더박스에서 놓칠 수 없는 즐거움 중 하나다. 특히 스위트 스트리트에서는 남녀노소 부담 없이 즐길 수 있는 던킨의 인기 도너츠 4종을 만날 수 있다. 이와 함께 빵, 패티, 야채 토핑 등 모두 내 마음대로 고를 수 있는 DIY 수제 버거 ‘버거스캔들’ 도 입점했다.<br>특히 원더박스에서는 고객맞이 엔터테인먼트가 다채롭게 펼쳐져 색다른 볼거리를 선사한다. 신나게 즐길 수 있는 카니발 퍼레이드와 개성 넘치는 원더박스 광대들이 선보이는 카니발 쇼는 재미와 흥겨움을 더한다. 또 현장에서 직접 그려주는 캐리커쳐 서비스도 제공해 행복한 순간을 재치 넘치는 그림으로 남길 수 있다. 자세한 공연 일정은 홈페이지에서 확인 가능하다.",동시간대 수용가능인원 796명(현재 398명),없음,가능,없음,,,0.0,0,0.0,032-729-7500,,주차가능 (법정주차대수 : 614대(1대/100㎡),연중무휴,,11:00 ~ 19:00 <br>(티켓구입마감 18시)
744952,12,0,20090601190427,"<a href=""https://palmido1.modoo.at/?link=am72r4mt/""target=""_blank"" title=""새창: 팔미도 유람선 홈페이지로 이동"">https://palmido1.modoo.at/?link=am72r4mt</a>",20220530145428,,,팔미도 유람선,http://tong.visitkorea.or.kr/cms/resource/45/706645_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/45/706645_image3_1.jpg,2,10,A02,A0202,A02020800,인천광역시 중구 연안부두로 36,(항동7가),22349,126.6018723634,37.4555160108,6.0,1903년 6월 1일 우리나라에서 최초로 등대 불빛을 밝힌 팔미도 등대는 지난 100년간의 임무를 수행하고 인천시 지방문화재로 지정되어 그 자리를 지키며 보존되고 있고 현재는 새로 지은 등대가 불빛을 비추고 있다. 이 곳 팔미도는 원래 사람들의 발길이 통제되어 있었지만 2009년 1월 1일부터 입도가 허락되었다.,,없음,가능,불가,,※ 코로나로 인해 상시 변경됨에 따라 홈페이지 참고,0.0,0,0.0,현대마린개발 032-885-0001,,,,,
129128,12,0,20060710000000,"팔미도 유람선 <a href=""http://www.palmido.co.kr/"" target=""_blank"" title=""새창: 팔미도 홈페이지로 이동"">http://www.palmido.co.kr/</a><br/>
인천광역시 중구문화관광 <a href=""http://www.icjg.go.kr/tour/index"" target=""_blank"" title=""새창: 인천광역시 중구문화관광 홈페이지로 이동"">http://www.icjg.go.kr/tour/index</a><br/>
인천투어 <a href=""http://itour.incheon.go.kr"" target=""_blank"" title=""새창: 인천투어 홈페이지로 이동"">http://itour.incheon.go.kr</a>",20211029112127,,,팔미도등대,http://tong.visitkorea.or.kr/cms/resource/37/706637_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/37/706637_image3_1.jpg,2,10,A01,A0101,A01011600,인천광역시 중구 팔미로 15,(무의동),22388,126.5110749867,37.3585312401,6.0,"인천 중구에 위치한 팔미도는 사주(沙洲)에 의하여 연결된 두개의 섬이 마치 여덟팔(八)자처럼 양쪽으로 뻗어 내린 꼬리와 같아 팔미도(八尾島)라 불려졌다고 한다. 인천 사람들에게는 ""팔미귀선(八尾歸船)"", 즉 낙조에 팔미도를 돌아드는 범선의 자취가 아름다워 인천팔경의 하나로 꼽혔던 해상 경승지였다.
일본과 우리정부가 체결한 ""통상장정(通商章程)""에 따라 조선왕조는 1903년 6월 높이 7.9m, 지름 2m의 팔미도(구)등탑를 만들었다. 인천항에서 남쪽으로 15.7㎞ 떨어진 작은 섬, 팔미도에 우뚝 솟아 있는 하얀등대는 인천항 진입 항로 길목에 위치하고 있어 입.출항 선박들의 안전 운항을 위한 지표 역할을 하고 있다.<br>1903년 6월 1일 우리나라에서 최초로 등대 불빛을 밝힌 팔미도 등대는 지난 100년간의 임무를 수행하고 지금은 인천시 지방문화재로 지정되어 그 자리를 지키며 보존되고 있다. 현재의 팔미도 등대는 등탑 높이 26m, 전망대, 100주년 기념 상징조형물 (천년의 빛),위성항법보정시스템(DGPS)기준국 등의 시설과 첨단장비를 갖추고 2003년 12월에 새로운 모습으로 변신하였다. 등명기 불빛은 국내기술로 개발된 프리즘렌즈 대형 회전식 등명기로 50km까지 비추며, 10초에 한번씩 번쩍인다. 팔미도에는 칡, 해송, 담쟁이넝쿨, 패랭이꽃 등이 서식하고 있다.<br><br>
* 최초점등일 - 1903. 6. 1
* 구조 - 백원형 콘크리트조(26m)
* 등질 - 백섬광 10초 1섬광(FI W 10s)
* 특징 - 우리나라  최초의 근대식 등대로 대리석과  콘크리트를  혼용하여 설치된 (구) 팔미도 등대와 함께 최신 시설과 첨단 장비를 갖추고 인천항, 인천항해 길잡이 역할을 하고 있다.",,없음,없음,불가,전연령,팔미도 등대 체험교실,0.0,0,0.0,032-831-4925,,주차가능,연중무휴,,"하절기 (4~10월) 06:00 ~ 18:00 <br />
동절기 (11~3월) 07:00 ~ 17:00 <br />
※ 이용시 전화 예약 및 문의 필수"
2782722,12,0,20211129123126,,20211130144620,,,펫피,,,2,4,A02,A0202,A02020600,인천광역시 남동구 덕골로 158-14,(수산동),21620,126.7268838836,37.4304183553,6.0,"인천 남동구 수산동에 위치한 실내와 야외 운동장을 갖춘 반려견 놀이터이다.실내 약 992㎡(300평)과  야외 약 2,645㎡(800평) 규모의 운동장에 놀이시설과 산책로가 있다. 대형견 입장이 가능하며, 방문 시 접종 수첩을 필수 지참해야 한다. 상주하고 있는 전문 훈련사를 통해 컨설팅을 받을 수 있으며, 견주들이 반려견이 노는 동안 휴식을 취할 수 있도록 휴게공간을 마련해 놓았다.",,없음,가능,가능,반려견만 가능,전문 훈련사 컨설팅,0.0,0,0.0,032-472-0812,,가능(약 20대),월요일(공휴일 정상영업),,11:00 ~ 21:00
2782214,12,0,20211126145010,"<a href=""http://www.myijakdo.com/"" target=""_blank"" title=""새창 : 풀등모래섬 사이트로 이동"">http://www.myijakdo.com/</a>",20211206144004,,,풀등모래섬,http://tong.visitkorea.or.kr/cms/resource/52/2786652_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/52/2786652_image2_1.jpg,2,9,A01,A0101,A01011300,인천광역시 옹진군 자월면 대이작로 158,,23128,126.2587863803,37.1721984837,6.0,"KBS <1박 2일>, <남자의 자격>에 소개된 바 있는 대이작도의 풀등은 우리나라에도 이런 곳이 있었나 싶을 정도로 신비하고 이국적인 풍경이 아름답다. 풀등이란 평소에는 바다 밑에 잠겨 있다가 썰물 때만 드러나는 널따란 모래사장이다. 바다 한가운데 드러나는 너비 1km, 길이 3km가 넘는 광대한 모래 평원은 다른 곳에선 보기 드문 진귀한 생태 여행지다. 멀리서 보면 바다 위에 갈치를 얹어 놓은 것처럼 보여 마을 사람들은 갈치 새끼를 일컫는 ‘풀치’라고도 부른다. 하루 두 번 드러나며 3시간 정도 머무를 수 있다. 한여름에는 축구장 몇 개를 합쳐 놓은 것보다도 더 넓은 이 공간에서 파라솔을 꽂아 놓고 간단한 소풍을 즐기거나 작은 게나 고둥을 잡으면서 추억 만들기를 하곤 한다. 이작도 홈페이지에 들어가면 시간표가 있으니 대이작도 여행 시에 참고하면 도움이 될 것이다. 작은풀안해수욕장에서 오가는 풀등 배는 주로 주말과 성수기에만 운행하는데, 특별히 단체 손님이 있는 경우에는 평일에도 운행한다.",,없음,없음,가능,,,0.0,0,0.0,010-9019-1224,,있음,없음 (풀등으로 가는 배는 주말과 성수기에만 운영),,상시 개방
2765261,12,0,20211101102816,"<a href=""https://frienzooland.modoo.at/"" target=""_blank"" title=""새창 : 프렌쥬랜드 사이트로 이동"">https://frienzooland.modoo.at/</a>",20211125171117,,,프렌쥬랜드,http://tong.visitkorea.or.kr/cms/resource/01/2780701_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/01/2780701_image2_1.jpg,2,1,A02,A0202,A02020600,인천광역시 강화군 길상면 보리고개로 166,,23052,126.4861226733,37.6253275483,6.0,"강화도 길상면에 위치한 강화도 최초의 국가인증 동물원으로 자연 친화적인 실내외 동물원이다. 강화도 최초 알파카 상륙으로 알려진 동물원으로 실내 동물원에서는 토끼, 기니피그, 거북이, 호저, 라쿤, 벵갈캣 등 작은 동물들을 직접 관찰할 수 있다. 두꺼비, 도둑게, 타란툴라, 개구리 등 파충류 관이 별도로 마련되어 있고 미꾸라지 잡기 체험 놀이도 있다. 실외 동물원에서는 알파카와 오리, 꽃사슴 등과 교감할 수 있다.  동물들을 가까이에서 보고 먹이를 주고 만져보면서 동물들과 교감하고 친해지는 체험을 할 수 있다.",,없음,가능,불가,,"동물 먹이주기, 미꾸라지 잡기",0.0,0,0.0,032-937-8358,,주차가능,월요일 (공휴일 개장),,10:00 ~ 18:00
129254,12,0,20060926090000,"<a href=""https://www.icjg.go.kr/tour/cttu0107a05""target=""_blank"" title=""새창: 인천 중구 문화관광홈페이지로 이동"">https://www.icjg.go.kr/tour/cttu0107a05</a>",20220512101550,,,하나개해수욕장,,,2,10,A01,A0101,A01011200,인천광역시 중구 무의동 산189번지,(무의동),22387,126.4118499815,37.3849569928,6.0,"하나개해수욕장은 샘꾸미 선착장에서 차로 10분이면 도착할 수 있다. 무의도에서 가장 큰 갯벌이라는 뜻의 하나개 해수욕장에는 1km 길이의 해변에  밀가루처럼 입자가 고운 모래가 깔려있는 해수욕장이다. 해변가에 원두막 형태로 지은 방갈로는 물이 들면 수상가옥에 떠 있는 것처럼 색다른 체험을 할 수 있다. 갯벌을 조금만 파내려가도 흰 속살의 동죽조개가 입을 오므린채 나타나는 등 소라, 방게, 바지락 등이 지천이다. 저녁이면 하나개 주위는 온통 붉은 빛으로 물든다. 해수욕장이 서녘을 바라보고 있어 바다로 떨어지는 해를 감상하노라면 한 폭의 수채화가 절로 그려진다. 또한 이곳은 드라마 '천국의 계단' 촬영지로도 유명해 이 곳 세트장을 찾는 사람들이 많아져 또 하나의 새로운 명소로 자리잡고 있다.",,없음,없음,불가,,"갯벌체험, 조개잡이, 승마체험 등",0.0,0,0.0,032-751-8833,,있음,,,
2781591,12,0,20211126104031,,20211214094837,,,하늘정원,http://tong.visitkorea.or.kr/cms/resource/53/2795153_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/53/2795153_image2_1.jpg,2,10,A02,A0202,A02020600,인천광역시 중구 운서동 2848-6,,,126.4729704834,37.4467064386,6.0,"인천국제공항 옆에 자리한 하늘정원은 매년 가을이면 분홍빛 코스모스가 마치 눈밭처럼 펼쳐진다. 가을 햇살에 반짝이는 코스모스가 살랑살랑 바람이 불어올 때마다 물결을 이루며 환상적인 분위기를 연출한다. 36,000㎡에 달하는 정원에는 코스모스 외에도 은빛 억새와 핑크 뮬리까지 더해져 계절의 정취를 느끼기 좋다. 최근에는 노란색 황화 코스모스까지 심어 더욱 다채로운 빛깔을 감상할 수 있다. 무엇보다 무료로 즐길 수 있는 꽃밭이라 언제든 부담 없이 찾을 수 있으며 하늘정원이 가진 또 하나 매력은 인천국제공항에서 이착륙하는 비행기를 볼 수 있다는 것이다. 머리 바로 위로 날아오르는 비행기가 아름다운 꽃밭 풍경과 어우러져 여행의 설렘까지 더한다. 또한 해 질 무렵이면 영종도의 붉은 노을이 로맨틱한 분위기를 자아내 데이트 코스로 좋다.",,없음,없음,없음,,,0.0,0,0.0,032-832-3031(인천종합관광안내소),,있음,없음,,09:30~18:00
2769652,12,0,20211108111134,,20211110152423,,,하늘체육공원,http://tong.visitkorea.or.kr/cms/resource/82/2771682_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/82/2771682_image3_1.jpg,2,10,A02,A0202,A02020600,인천광역시 중구 중산동 255,,22391,126.5713765290,37.5058846177,6.0,영종도 인천 중산고등학교 인근 하늘도시 체육공원이다. 인조 잔디가 있는 축구장 1면과 육상 트랙 시설을 비롯한 풋살장 등 야외 체육시설 공원이다. 영종동 인구가 5만5천 명을 넘어서면서 체육공원 이용자도 대폭 늘어났다. 최근에는 주차장 시설을 크게 늘렸으며 주민들은 이용자들의 증가에 따른 수영장과 실내 배드민턴장 등 다목적 체육관 건립 추진을 요청하고 있다.,,없음,가능,가능,,,0.0,0,0.0,032-760-7779,,주차가능,,,00:00 ~ 24:00
2768075,12,0,20211104095029,,20211206155404,,,하리선착장,,,2,1,A01,A0101,A01011400,인천광역시 강화군 삼산면 삼산북로 886,,23004,126.2875935621,37.7284592646,6.0,강화군 석모도에 있는 선착장이다.<br>이곳은 석모도의 부속섬 서검도와 미법도를 가는 배를 타는 곳이다. 하리선착장은 서해바다의 고요한 수면처럼 조용하다. 매표소와 승객대기실도 작고 소박하다.<br>배를 타기 위해 기다리는 관광객이 구매할 수 있도록 새우젓을 비롯한 각종 젓갈 식품들을 판매하고 있다.,,없음,없음,가능,,,0.0,0,0.0,032-930-4315,,없음(간이주차),,,00:00 ~ 24:00
2754462,12,0,20211007095324,,20211125180716,,,학익에코테마파크,http://tong.visitkorea.or.kr/cms/resource/83/2781083_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/83/2781083_image2_1.png,2,10,A02,A0202,A02020700,인천광역시 중구 서해대로94번길 93,(신흥동3가),22340,126.6286121506,37.4353160511,6.0,"인천 중구에 위치한 학익에코테마파크는 인천환경공단 남항사업소에서 조성된 공원으로 남항공원으로도 불린다. 하수처리시설을 지하에 설치해 상부 공간 약 165,289㎡ (5만평)을 공원으로 조성했다. 넓은 공간과 시설을 깨끗하게 관리하고 있는 대형 공원이다. 물을 형상화한 체험 및 놀이 구조물이 있는 환경놀이터, 팔레트 모양의 팔레트공원, 생태연못과 나무다리, 데크 산책로와 해양산책로, 하늘공원 등으로 구성되어 있다. 역사의 현장이었던 ‘갯골’을 따라 산책로와 자전거길이 조성되어 있으며, 운동시설로는 인조잔디구장, 족구장, 농구장이 있다. 방문객은 하수처리시설 견학(사전 신청)은 물론 환경정보센터와 환경정보자료실도 함께 이용할 수 있다.",,없음,가능,가능,,"환경놀이터 체험, 하수처리시설",0.0,0,0.0,032-8998-1700,,있음,,,00:00~24:00
2795229,12,0,20211214095934,,20211214142318,,,한지생각이닥,http://tong.visitkorea.or.kr/cms/resource/20/2796320_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/2796320_image2_1.jpg,2,10,A02,A0203,A02030400,인천광역시 중구 우현로35번길 14-1,(신포동),22322,126.6262058339,37.4706813435,6.0,"인천 6호 공예 명장인 이미자 명장이 운영하는 한지공예 공방이다. 1층은 한지 체험을 하는 곳이고, 2층에는 카페가 있어 커피와 차를 마실 수 있다. 현대적인 감각을 살린 한국 전통한지공예를 창작하고 있으며, 대중에 한지 공예를 알리기 위해 노력하고 있다. 신포국제시장, 차이나타운, 송월동 동화마을과 가까워 함께 둘러보기에도 좋다.",,없음,없음,없음,,한지공예,0.0,0,0.0,032-866-6505,,있음,매주 월요일,,11:30~22:30
2768141,12,0,20211104194648,,20220627102630,,,함박마을,,,2,8,A02,A0203,A02030600,인천광역시 연수구 연수동 638-6,,21912,126.6836573904,37.4259958827,6.0,"인천 연수1동 마리 어린이공원 주변 주택가는 고려인과 여러 외국인이 거주하는 러시아타운이다. 2017년부터 집단 거주촌으로 변모하기 시작한 함박마을에는 러시아, 카자흐스탄, 우즈베키스탄 출신 고려인들과 중앙아시아 현지 출신 외국인들이 집단 거주하면서 한국의 러시아타운이 형성된 것이다. 이곳에 가면 러시아 요리, 러시아 빵 등 이국적인 식료품점과 식당 및 다양한 상점들을 많이 볼 수 있다.",,없음,가능,가능,,,0.0,0,0.0,032-120,,가능 (함박마을 공영주차장),,,00:00 ~ 24:00
128031,12,0,20040115090000,"<a href=""http://www.ongjin.go.kr/open_content/tour/
"" target=""_blank"" title=""새창 : 옹진 문화관광 홈페이지로 이동"">http://www.ongjin.go.kr/open_content/tour/</a>",20220518144451,,,해군영흥도 전적비,,,2,9,A02,A0205,A02050200,인천광역시 옹진군 영흥면 영흥로251번길 24,,23119,126.4847912526,37.2577313693,6.0,"영흥대교를 건너 영흥도에 진입 왼쪽길로 들어가면 영흥면사무소 방향이고 방파제 도로를 조금 더 달리면 동산이 하나 나온다. 1백개의 계단을 올라가면 하늘로 높이 솟은 기념탑과 바다를 향해 용감히 돌진하려는 듯한 포즈의 해군병사 동상을 보게 되는데 이 곳이 전적기념비가 위치한 곳이다. 북한의 남침으로 인해 조국의 운명이 풍전등화와 같던 1950년 9월 15일 우리 국군과 유엔군은 세계사적으로 빛나는 인천상륙작전을 성공리에 끝냈다. 인천상륙작전에는 장별들 외에 영흥도 주민으로 조직된 대한청년단 방위대원 등이 이 전투에 참여하였었다. 이 작전 기간 중 9월 13일 북한의 대대급 병력을 맞이한 청년방위 대원들은 703함대의 필사적인 함포 지원아래 작전을 승리로 이끄는데 결정적인 공헌을 했다. 이 때 순국한 해군 영흥지구 전투전사자와 영흥면 대한청년단 방위대원 14인의 숭고한 업적을 기리기 위하여 이 전적비를 건립하였다.<br /><br />* 비문<br /><br />한국군과 유엔군은 북괴의 불법남침으로 조국의 운명이 풍전등화와 같던 1950년 9월 15일 세기에 빛나는 인천 상륙작전을 성공하여 전세를 역전시켰다. 이로써 수도 서울을 탈환하고 38선을 돌파하여 압록강까지 승승장구 북진하는 계기를 마련하였다. 이 인천 상륙작전에 앞서 한국 해군 기동함대(701,702,704,513,301,307,309,310,313함)의 승조장병으로 편성한 육전대가 함포 지원 하에 적전상륙작전을 감행하여 동년 8월 18일 덕적도를, 8월 20일 영흥도를 차례로 탈환하고, 8월 23일부터는 LST에 탑제하고 있던 해군 이동기지 육전대가 상륙하여 영흥도 청년방위대와 함께 이 섬을 사수함으로써, 인천 상륙작전을 위한 거점을 확보하고 상륙 기동부대의 안전항행을 보장 하였다. 한편 동년 8월 24일 영흥도를 거점으로 작전을 개시한 한국 해군첩보부대는 9월1일 미 극동군에서 파견한 첩보팀과 긴밀한 협조 하에 상륙목표 해안을 비롯한 인천, 서울, 수원 등 적이 장악 중인 지역에서 용감하게 첩보활동을 전개하여 상륙 작전에 필요한 정보를 제공하였다.<br /><br /> 이 작전기간 중 9월13일 북괴군은 대대급 병력을 영흥도에 투입하여 일시시 점령하였으나 용감 무쌍한 우리해군장병들과 청년방위대원들이 703함의 필사적인 근접 함포 지원 아래 적을 격퇴하였다.  여기에 인천상륙작전 성공을 결정적인 공헌을 한 해군장병 및 현지 청년방위대의 빛나는  무훈과 도민들의 드높은 애국심을 기리고 삼화한 영령들의 명복을 기원하기 위하여 삼가 비를 세운다.<br />- 1992년 12월 2일 해군참모총장<br /><br />* 규모<br />1) 건립일자 - 1992년 12월 5일<br />2) 부지면적 - 390평(1,289㎡)<br />3) 시설물 - 화강암탑, - 탑기단높이 1.35m<br />4) 비높이 1m, 비기단높이 1m<br />5) 동산높이 2.2m,  동상기단높이 2m<br>",,불가,없음,없음,,,0.0,0,0.0,032-899-2114,,,,,
2766397,12,0,20211102102332,,20211208161846,,,해돋이공원,http://tong.visitkorea.or.kr/cms/resource/86/2780886_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/2780886_image2_1.jpg,2,8,A02,A0202,A02020700,인천광역시 연수구 해돋이로 51,(송도동),21997,126.6548416093,37.3885774975,6.0,"인천 송도 센트럴파크 공원 바로 옆에 있는 근린공원으로 면적 210,468m² 규모의 송도국제도시의 주요 공원 중의 한 곳이다. 송도 가볼 만한 곳으로 유명한 해돋이공원은 잔디와 산책로가 잘 조성되어 있어 피크닉과 산책하는 장소로도 사랑받는 공원이다. 정보화 신도시를 상징하는 현대적 공원 이미지 구현을 주제로 하여 조성되었고, 조경 시설로는 폴 91m의 음악분수광장과 파고라 35개소 등의 휴양시설을 설치하였다. 통신 놀이 공간과 과학 놀이 공간, 만화경과 배조합 놀이대 등의 유희 시설을 설치해 타 공원과는 차별되는 시설을 배치하였다. 특히 장미원과 미로 장미원이 있어 장미의 계절인 5월에는 찾는 사람들이 많은 명소이다.",,없음,가능,가능,,,0.0,0,0.0,032-749-8691,,있음,,,00:00 ~ 24:00
2768124,12,0,20211104103351,,20211208165038,,,해명산,,,2,1,A01,A0101,A01010400,인천광역시 강화군 삼산면 석포리 산 185,,23007,126.3538721856,37.6790300800,6.0,"석모도 남단에 높이 320m의 해명산이 있다. 석모도는 작은 섬이지만 낙가산, 상봉산, 상주산까지 300m 가까운 작은 산들이 여럿 있다.<br>해명산은 전망대로 유명한데, 정상에 올라가면 강화섬 주변으로 있는 작은 섬들의 군도를 조망할 수 있다.<br>강화섬 서쪽 편이 잘려 나간 듯한 모양을 지닌 석모도 주변으로 위로는 교동도와 석모도의 주변섬 미법도와 서검도, 강화도 뱃길로 들어가는 볼음도와 주문도, 말도, 멀리 영종도의 신도와 모도, 장봉도까지 파노라마처럼 조망할 수 있다.",,없음,가능,가능,,,0.0,0,0.0,032-930-4318,,있음(전득이고개 주차장),,,00:00 ~ 24:00
2769795,12,0,20211108131939,,20211209162801,,,해상관광탐방로,http://tong.visitkorea.or.kr/cms/resource/30/2791030_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/30/2791030_image2_1.png,2,10,A01,A0101,A01011100,인천광역시 중구 무의동 95-4,,22387,126.4117499661,37.3858485539,6.0,무의도 둘레길 코스 중의 하나인 하나개 해수욕장 인근 해안도로 탐방로이다. 섬과 약간 떨어진 위치한 바다 위에 산책로 데크 길을 만들어 바다와 무의도 섬의 절경을 동시에 감상할 수 있는 해안 둘레길이다. 무의도 섬 일대의 주상절리와 기암괴석을 살펴볼 수 있는 데크 길은 초기에는 550m로 조성되었으나 250m 더 연장하여 전망대까지 닿을 수 있도록 하였다.,,없음,가능,가능,,둘레길 코스,0.0,0,0.0,032-751-8833,,가능 (하나개해수욕장),,,07:30(일출) ~ 19:30(일몰)
701642,12,0,20090227222028,"<a href=""http://www.haesuwaterpia.co.kr/index.php"" target=""_blank"" title=""새창: 해수워터피아 홈페이지로 이동"">http://www.haesuwaterpia.co.kr/index.php</a>",20220405145058,,,해수워터피아,,,2,7,A02,A0202,A02020300,인천광역시 서구 봉수대로 257,(가좌동),22844,126.6606685752,37.4987481337,6.0,"지하 250m 천연 암반속에서 끌어올린 청정해수를 사용하는 해수워터피아는 사우나, 찜질방 외에도 휘트니스클럽, 소극장, 공연장을 갖춘  복합레저타운이다.
3층엔 여성사우나 6층은 남성 사우나로 각종 테마별 욕탕(해수탕, 해수냉탕, 이벤트탕, 열탕, 비취온탕, 녹차탕, 안마탕, 급냉탕), 사우나(황토, 자수정이슬, 게르마늄), 수면실등이 있다. 또 4층은 중앙홀을 중심으로 식당과 커피숍, 황금숯방, 황토방, 비취수정방, 에스키모방 그리고 공연장이 있으며 4층을 내려볼 수 있는 5층 발코니를 돌면 찜질코너와 PC방, 마사지&피부샵, 여성수면실, 여성전용휴게실 등이 있다. 찜질방은 산소방, 아로마 향기방, 산림욕방, 다이아몬드방등 각종 테마형 찜질방으로 지루하지 않다. 
또한, 청라지구와 3km 거리, 북항 인접, 영종도 공항과는 차량으로 20분 거리에 위치해 지리적 여건도 좋다.<br>",,없음,가능,불가,전연령,,0.0,0,0.0,032-577-3600,,주차가능,연중무휴,,"주간 : 05:00~21:00<br />
야간 : 21:00~05:00<br />
※ 월~목요일 01:30~03:30 영업준비로 출입제한"
1945662,12,0,20140902193533,"<a href=""http://www.icjg.go.kr/tour/"" target=""_blank"" title=""인천 문화관광 사이트로 이동"">http://www.icjg.go.kr/tour</a>",20220518154530,,,호룡곡산,http://tong.visitkorea.or.kr/cms/resource/59/1945659_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/59/1945659_image2_1.jpg,2,10,A01,A0101,A01010400,인천광역시 중구 대무의로 464,(무의동),22388,126.4250489979,37.3768526090,6.0,"호룡곡산은 높이 244m로 맑은 날 정상에 오르면 서해의 관문 인천항과 인천국제공항이 손에 닿을 듯하며 남으로는 서산반도가 시야에 아물거리며 북으로는 교동섬을 넘어 연백반도와 웅진반도가 수평선 넘어로 시야에 들어오는 조망과 경관이 빼어난 곳이다.국사봉과 실미해수욕장, 호랑바위로 이어져 하나개해수욕장으로 가는 등산로가 있으며, 등산로 능선과 계곡으로 이어지는 등산로는 이 섬에서 가장 아름다운 해안경관을 감상할 수 있다.<br>",,불가,없음,없음,,,0.0,0,0.0,032-832-3031,,,,,
1619027,12,0,20120430095740,"<a href=""https://blog.naver.com/withbupyeong"" target=""_blank"" title=""새창 : 부평구청 공식블로그 페이지로 이동"">https://blog.naver.com/withbupyeong</a>",20211207113630,,,호명사,http://tong.visitkorea.or.kr/cms/resource/31/1577531_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/31/1577531_image3_1.jpg,2,6,A02,A0201,A02010800,인천광역시 부평구 경인로 847,(부평동),21410,126.7146196130,37.4842563279,6.0,인천광역시 부평구 부평2동에 위치하고 있는 불교 사찰이다. 일제강점기에 창건되었다고 전해지나 정확한 창건연대는 미상이다. <br>,,없음,없음,없음,,,0.0,0,0.0,032-522-4805,,,,,
